invoice_id,customer_id,product_id,time_id,branch_id,payment_id,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating
453-33-6436,2,908,908,1,2,8,37.248,782.208,744.96,4.761904762,37.248,6.8
522-57-8364,3,909,909,1,1,8,20.536,431.256,410.72,4.761904762,20.536,7.6
459-45-2396,1,910,910,1,2,3,14.94,313.74,298.8,4.761904762,14.94,5.8
717-96-4189,2,911,911,2,2,6,10.647,223.587,212.94,4.761904762,10.647,4.1
722-13-2115,3,912,912,2,3,1,2.1425,44.9925,42.85,4.761904762,2.1425,9.3
749-81-8133,2,913,913,1,2,4,18.934,397.614,378.68,4.761904762,18.934,6.8
777-67-2495,4,914,914,3,1,3,10.3455,217.2555,206.91,4.761904762,10.3455,8.7
636-98-3364,1,371,915,3,1,3,3.939,82.719,78.78,4.761904762,3.939,6.3
246-55-6923,1,915,916,2,3,9,16.1055,338.2155,322.11,4.761904762,16.1055,5.1
181-82-6255,2,916,917,3,2,6,4.911,103.131,98.22,4.761904762,4.911,7.0
838-02-1821,1,917,918,2,3,2,1.273,26.733,25.46,4.761904762,1.273,5.2
887-42-0517,2,918,919,2,3,7,29.099,611.079,581.98,4.761904762,29.099,6.6
457-12-0244,1,919,920,2,1,6,10.566,221.886,211.32,4.761904762,10.566,6.5
226-34-0034,2,920,921,3,1,4,2.756,57.876,55.12,4.761904762,2.756,9.0
321-49-7382,3,921,922,3,3,1,4.4155,92.7255,88.31,4.761904762,4.4155,5.2
397-25-8725,1,922,923,1,3,9,17.829,374.409,356.58,4.761904762,17.829,6.8
431-66-2305,2,923,924,3,3,9,39.7125,833.9625,794.25,4.761904762,39.7125,7.6
825-94-5922,4,924,239,3,1,2,2.531,53.151,50.62,4.761904762,2.531,7.2
641-62-7288,4,925,925,3,1,6,29.976,629.496,599.52,4.761904762,29.976,7.1
756-93-1854,1,926,926,2,3,2,8.335,175.035,166.7,4.761904762,8.335,9.5
243-55-8457,2,927,927,1,1,10,37.22,781.62,744.4,4.761904762,37.22,5.1
458-10-8612,4,928,928,2,1,7,22.428,470.988,448.56,4.761904762,22.428,7.6
501-61-1753,2,929,929,3,1,6,18.945,397.845,378.9,4.761904762,18.945,9.8
235-06-8510,3,930,930,2,1,3,12.858,270.018,257.16,4.761904762,12.858,5.1
433-08-7822,2,931,931,2,1,7,27.6115,579.8415,552.23,4.761904762,27.6115,7.5
361-85-2571,2,932,932,1,2,5,22.37,469.77,447.4,4.761904762,22.37,7.4
131-70-8179,1,933,933,1,2,3,13.8135,290.0835,276.27,4.761904762,13.8135,4.2
500-02-2261,2,934,934,2,1,6,17.187,360.927,343.74,4.761904762,17.187,5.9
720-72-2436,4,935,935,1,1,4,13.304,279.384,266.08,4.761904762,13.304,6.9
702-83-5291,3,301,936,2,2,9,44.919,943.299,898.38,4.761904762,44.919,6.6
809-69-9497,2,936,937,1,1,10,22.84,479.64,456.8,4.761904762,22.84,5.7
449-16-6770,4,937,938,1,3,5,12.6975,266.6475,253.95,4.761904762,12.6975,5.3
333-23-2632,3,938,939,1,2,7,3.528,74.088,70.56,4.761904762,3.528,4.2
489-82-1237,2,939,940,1,3,7,32.858,690.018,657.16,4.761904762,32.858,7.3
859-97-6048,3,940,941,2,3,2,8.425,176.925,168.5,4.761904762,8.425,5.3
676-10-2200,3,941,942,3,1,1,2.689,56.469,53.78,4.761904762,2.689,4.7
373-88-1424,3,942,943,2,1,5,8.9525,188.0025,179.05,4.761904762,8.9525,7.9
365-16-4334,2,943,944,3,1,8,10.572,222.012,211.44,4.761904762,10.572,8.9
503-21-4385,3,944,945,3,1,3,5.9865,125.7165,119.73,4.761904762,5.9865,9.3
305-89-2768,1,945,946,3,1,3,3.285,68.985,65.7,4.761904762,3.285,4.7
574-80-1489,1,946,947,3,1,4,12.57,263.97,251.4,4.761904762,12.57,8.7
784-08-0310,1,947,948,2,2,4,4.208,88.368,84.16,4.761904762,4.208,7.6
200-40-6154,3,948,949,3,2,6,19.773,415.233,395.46,4.761904762,19.773,5.7
846-10-0341,2,949,950,1,2,7,14.8995,312.8895,297.99,4.761904762,14.8995,6.8
577-34-7579,3,950,951,2,2,9,22.7205,477.1305,454.41,4.761904762,22.7205,5.4
430-02-3888,4,951,952,3,2,6,13.806,289.926,276.12,4.761904762,13.806,7.1
867-47-1948,2,952,953,2,2,10,7.9,165.9,158.0,4.761904762,7.9,7.8
384-59-6655,1,953,954,1,2,9,44.397,932.337,887.94,4.761904762,44.397,8.4
256-58-3609,3,954,955,2,2,1,4.599,96.579,91.98,4.761904762,4.599,9.8
324-92-3863,3,955,956,1,2,2,2.089,43.869,41.78,4.761904762,2.089,9.8
593-08-5916,2,956,957,1,3,1,0.775,16.275,15.5,4.761904762,0.775,7.4
364-34-2972,3,957,958,2,2,3,14.523,304.983,290.46,4.761904762,14.523,6.7
794-42-3736,4,958,959,3,3,2,3.333,69.993,66.66,4.761904762,3.333,6.4
172-42-8274,2,959,960,3,3,2,3.827,80.367,76.54,4.761904762,3.827,5.8
558-60-5016,2,960,961,1,1,9,14.985,314.685,299.7,4.761904762,14.985,7.2
195-06-0432,3,961,962,1,3,3,12.1515,255.1815,243.03,4.761904762,12.1515,9.3
605-03-2706,2,962,963,1,2,3,2.37,49.77,47.4,4.761904762,2.37,9.5
214-30-2776,1,963,964,3,3,5,8.6225,181.0725,172.45,4.761904762,8.6225,9.0
746-04-1077,1,964,965,3,3,10,42.315,888.615,846.3,4.761904762,42.315,9.0
448-34-8700,3,965,966,3,1,7,12.9185,271.2885,258.37,4.761904762,12.9185,6.7
452-04-8808,4,966,967,3,2,7,30.478,640.038,609.56,4.761904762,30.478,5.5
531-56-4728,4,967,968,1,2,3,12.012,252.252,240.24,4.761904762,12.012,5.4
744-82-9138,4,968,969,2,2,2,8.613,180.873,172.26,4.761904762,8.613,8.2
883-69-1285,3,969,970,3,3,2,4.992,104.832,99.84,4.761904762,4.992,7.0
221-25-5073,2,970,971,1,2,4,14.932,313.572,298.64,4.761904762,14.932,8.5
518-71-6847,3,971,972,3,1,6,7.98,167.58,159.6,4.761904762,7.98,4.9
156-20-0370,2,972,973,3,3,1,1.2725,26.7225,25.45,4.761904762,1.2725,5.1
151-33-7434,2,973,974,3,3,1,3.3885,71.1585,67.77,4.761904762,3.3885,6.5
728-47-9078,3,974,975,2,2,4,11.918,250.278,238.36,4.761904762,11.918,9.8
809-46-1866,4,975,976,1,2,4,11.63,244.23,232.6,4.761904762,11.63,8.4
139-32-4183,1,976,977,1,1,9,43.866,921.186,877.32,4.761904762,43.866,7.4
148-41-7930,4,977,978,2,2,7,34.986,734.706,699.72,4.761904762,34.986,6.1
189-40-5216,4,978,979,2,2,7,33.7295,708.3195,674.59,4.761904762,33.7295,6.0
374-38-5555,2,979,980,3,1,5,15.9275,334.4775,318.55,4.761904762,15.9275,8.5
764-44-8999,2,980,981,3,1,2,1.476,30.996,29.52,4.761904762,1.476,4.3
552-44-5977,3,981,982,3,3,8,24.8,520.8,496.0,4.761904762,24.8,6.2
267-62-7380,3,982,983,2,1,10,41.17,864.57,823.4,4.761904762,41.17,4.3
430-53-4718,3,983,984,3,3,8,30.148,633.108,602.96,4.761904762,30.148,8.4
886-18-2897,2,984,985,1,3,5,14.14,296.94,282.8,4.761904762,14.14,4.5
602-16-6955,2,985,986,3,1,10,38.3,804.3,766.0,4.761904762,38.3,6.0
745-74-0715,4,986,987,1,1,2,5.803,121.863,116.06,4.761904762,5.803,8.8
690-01-6631,4,987,988,3,1,10,8.745,183.645,174.9,4.761904762,8.745,6.6
652-49-6720,1,988,989,2,1,1,3.0475,63.9975,60.95,4.761904762,3.0475,5.9
233-67-5758,4,989,990,2,1,1,2.0175,42.3675,40.35,4.761904762,2.0175,6.2
303-96-2227,2,990,991,3,1,10,48.69,1022.49,973.8,4.761904762,48.69,4.4
727-02-1313,3,991,992,1,2,1,1.592,33.432,31.84,4.761904762,1.592,7.7
347-56-2442,4,992,993,1,2,1,3.291,69.111,65.82,4.761904762,3.291,4.1
849-09-3807,1,993,994,1,2,7,30.919,649.299,618.38,4.761904762,30.919,6.6
