invoice_id,customer_type,gender,product_line,unit_price,date,time,year,month,quarter,branch,city,payment_method,quantity,tax_5_percent,sales,cogs,gross_margin_percentage,gross_income,rating
541-08-3113,Normal,Male,Food and beverages,65.97,2019-02-02,20:29:00,2019,2,1,Giza,Naypyitaw,Cash,8,26.39,554.15,527.76,4.76,26.39,8.4
246-11-3901,Normal,Female,Electronic accessories,32.8,2019-02-15,12:12:00,2019,2,1,Giza,Naypyitaw,Cash,10,16.4,344.4,328.0,4.76,16.4,6.2
674-15-9296,Normal,Male,Sports and travel,37.14,2019-01-08,13:05:00,2019,1,1,Alex,Yangon,Ewallet,5,9.29,194.99,185.7,4.76,9.29,5.0
305-18-3552,Member,Male,Home and lifestyle,60.38,2019-02-12,16:19:00,2019,2,1,Cairo,Mandalay,Cash,10,30.19,633.99,603.8,4.76,30.19,6.0
493-65-6248,Member,Female,Sports and travel,36.98,2019-01-01,19:48:00,2019,1,1,Giza,Naypyitaw,Credit card,10,18.49,388.29,369.8,4.76,18.49,7.0
438-01-4015,Member,Female,Sports and travel,49.49,2019-03-21,15:25:00,2019,3,1,Cairo,Mandalay,Ewallet,4,9.9,207.86,197.96,4.76,9.9,6.6
709-58-4068,Normal,Female,Fashion accessories,41.09,2019-02-28,14:42:00,2019,2,1,Cairo,Mandalay,Cash,10,20.55,431.45,410.9,4.76,20.55,7.3
795-49-7276,Normal,Male,Fashion accessories,37.15,2019-03-23,18:59:00,2019,3,1,Alex,Yangon,Ewallet,4,7.43,156.03,148.6,4.76,7.43,8.3
556-72-8512,Normal,Male,Home and lifestyle,22.96,2019-01-30,20:47:00,2019,1,1,Giza,Naypyitaw,Cash,1,1.15,24.11,22.96,4.76,1.15,4.3
627-95-3243,Member,Female,Home and lifestyle,77.68,2019-02-04,13:21:00,2019,2,1,Cairo,Mandalay,Ewallet,9,34.96,734.08,699.12,4.76,34.96,9.8
686-41-0932,Normal,Female,Fashion accessories,34.7,2019-03-13,19:48:00,2019,3,1,Cairo,Mandalay,Ewallet,2,3.47,72.87,69.4,4.76,3.47,8.2
510-09-5628,Member,Female,Fashion accessories,19.66,2019-03-15,18:20:00,2019,3,1,Alex,Yangon,Credit card,10,9.83,206.43,196.6,4.76,9.83,7.2
608-04-3797,Member,Female,Health and beauty,25.32,2019-03-05,20:24:00,2019,3,1,Cairo,Mandalay,Ewallet,8,10.13,212.69,202.56,4.76,10.13,8.7
148-82-2527,Member,Female,Home and lifestyle,12.12,2019-03-05,13:44:00,2019,3,1,Giza,Naypyitaw,Credit card,10,6.06,127.26,121.2,4.76,6.06,8.4
437-53-3084,Normal,Male,Fashion accessories,99.89,2019-02-26,11:48:00,2019,2,1,Cairo,Mandalay,Ewallet,2,9.99,209.77,199.78,4.76,9.99,7.1
632-32-4574,Normal,Male,Sports and travel,75.92,2019-03-20,14:14:00,2019,3,1,Cairo,Mandalay,Cash,8,30.37,637.73,607.36,4.76,30.37,5.5
556-97-7101,Normal,Female,Electronic accessories,63.22,2019-01-01,15:51:00,2019,1,1,Giza,Naypyitaw,Cash,2,6.32,132.76,126.44,4.76,6.32,8.5
862-59-8517,Normal,Female,Food and beverages,90.24,2019-01-27,11:17:00,2019,1,1,Giza,Naypyitaw,Cash,6,27.07,568.51,541.44,4.76,27.07,6.2
401-18-8016,Member,Female,Sports and travel,98.13,2019-01-21,17:36:00,2019,1,1,Cairo,Mandalay,Cash,1,4.91,103.04,98.13,4.76,4.91,8.9
420-18-8989,Member,Female,Sports and travel,51.52,2019-02-02,15:47:00,2019,2,1,Alex,Yangon,Cash,8,20.61,432.77,412.16,4.76,20.61,9.6
277-63-2961,Member,Male,Sports and travel,73.97,2019-02-03,15:53:00,2019,2,1,Cairo,Mandalay,Credit card,1,3.7,77.67,73.97,4.76,3.7,5.4
573-98-8548,Member,Female,Fashion accessories,31.9,2019-01-05,12:40:00,2019,1,1,Giza,Naypyitaw,Ewallet,1,1.6,33.5,31.9,4.76,1.6,9.1
620-02-2046,Normal,Male,Home and lifestyle,69.4,2019-01-27,19:48:00,2019,1,1,Giza,Naypyitaw,Ewallet,2,6.94,145.74,138.8,4.76,6.94,9.0
282-35-2475,Normal,Female,Sports and travel,93.31,2019-03-25,17:53:00,2019,3,1,Cairo,Mandalay,Cash,2,9.33,195.95,186.62,4.76,9.33,6.3
511-54-3087,Normal,Male,Sports and travel,88.45,2019-02-25,16:36:00,2019,2,1,Cairo,Mandalay,Credit card,1,4.42,92.87,88.45,4.76,4.42,9.5
726-29-6793,Member,Male,Electronic accessories,24.18,2019-01-28,20:54:00,2019,1,1,Alex,Yangon,Ewallet,8,9.67,203.11,193.44,4.76,9.67,9.8
387-49-4215,Member,Female,Sports and travel,48.5,2019-01-08,12:50:00,2019,1,1,Cairo,Mandalay,Cash,3,7.28,152.78,145.5,4.76,7.28,6.7
862-17-9201,Normal,Female,Food and beverages,84.05,2019-01-29,10:48:00,2019,1,1,Cairo,Mandalay,Credit card,6,25.22,529.52,504.3,4.76,25.22,7.7
291-21-5991,Member,Male,Health and beauty,61.29,2019-03-29,14:28:00,2019,3,1,Cairo,Mandalay,Cash,5,15.32,321.77,306.45,4.76,15.32,7.0
602-80-9671,Member,Female,Home and lifestyle,15.95,2019-02-09,17:15:00,2019,2,1,Giza,Naypyitaw,Credit card,6,4.79,100.49,95.7,4.76,4.79,5.1
347-72-6115,Member,Female,Sports and travel,90.74,2019-01-16,18:03:00,2019,1,1,Cairo,Mandalay,Credit card,7,31.76,666.94,635.18,4.76,31.76,6.2
209-61-0206,Normal,Female,Home and lifestyle,42.91,2019-01-05,17:29:00,2019,1,1,Alex,Yangon,Ewallet,5,10.73,225.28,214.55,4.76,10.73,6.1
595-27-4851,Normal,Female,Fashion accessories,54.28,2019-01-27,18:05:00,2019,1,1,Alex,Yangon,Ewallet,7,19.0,398.96,379.96,4.76,19.0,9.3
189-52-0236,Normal,Male,Electronic accessories,99.55,2019-03-14,12:07:00,2019,3,1,Alex,Yangon,Cash,7,34.84,731.69,696.85,4.76,34.84,7.6
503-07-0930,Member,Male,Sports and travel,58.39,2019-02-23,19:49:00,2019,2,1,Giza,Naypyitaw,Credit card,7,20.44,429.17,408.73,4.76,20.44,8.2
413-20-6708,Member,Female,Fashion accessories,51.47,2019-03-18,15:52:00,2019,3,1,Giza,Naypyitaw,Ewallet,1,2.57,54.04,51.47,4.76,2.57,8.5
425-85-2085,Member,Male,Health and beauty,54.86,2019-03-29,16:48:00,2019,3,1,Cairo,Mandalay,Ewallet,5,13.72,288.02,274.3,4.76,13.72,9.8
521-18-7827,Member,Male,Home and lifestyle,39.39,2019-01-22,20:46:00,2019,1,1,Giza,Naypyitaw,Credit card,5,9.85,206.8,196.95,4.76,9.85,8.7
220-28-1851,Normal,Male,Home and lifestyle,34.73,2019-03-01,18:14:00,2019,3,1,Alex,Yangon,Ewallet,2,3.47,72.93,69.46,4.76,3.47,9.7
600-38-9738,Member,Male,Sports and travel,71.92,2019-01-17,15:05:00,2019,1,1,Giza,Naypyitaw,Credit card,5,17.98,377.58,359.6,4.76,17.98,4.3
734-91-1155,Normal,Female,Electronic accessories,45.71,2019-03-26,10:34:00,2019,3,1,Cairo,Mandalay,Credit card,3,6.86,143.99,137.13,4.76,6.86,7.7
451-28-5717,Member,Female,Home and lifestyle,83.17,2019-03-20,11:23:00,2019,3,1,Giza,Naypyitaw,Cash,6,24.95,523.97,499.02,4.76,24.95,7.3
609-81-8548,Member,Female,Home and lifestyle,37.44,2019-02-06,13:55:00,2019,2,1,Alex,Yangon,Credit card,6,11.23,235.87,224.64,4.76,11.23,5.9
133-14-7229,Normal,Male,Health and beauty,62.87,2019-01-01,11:43:00,2019,1,1,Giza,Naypyitaw,Cash,2,6.29,132.03,125.74,4.76,6.29,5.0
534-01-4457,Normal,Male,Food and beverages,81.71,2019-01-27,14:36:00,2019,1,1,Alex,Yangon,Credit card,6,24.51,514.77,490.26,4.76,24.51,8.0
719-89-8991,Member,Female,Sports and travel,91.41,2019-02-25,16:03:00,2019,2,1,Alex,Yangon,Ewallet,5,22.85,479.9,457.05,4.76,22.85,7.1
286-62-6248,Normal,Male,Fashion accessories,39.21,2019-01-16,20:03:00,2019,1,1,Cairo,Mandalay,Credit card,4,7.84,164.68,156.84,4.76,7.84,9.0
339-38-9982,Member,Male,Fashion accessories,59.86,2019-01-13,14:55:00,2019,1,1,Cairo,Mandalay,Ewallet,2,5.99,125.71,119.72,4.76,5.99,6.7
827-44-5872,Member,Female,Food and beverages,54.36,2019-02-07,11:28:00,2019,2,1,Cairo,Mandalay,Credit card,10,27.18,570.78,543.6,4.76,27.18,6.1
827-77-7633,Normal,Male,Sports and travel,98.09,2019-02-17,19:41:00,2019,2,1,Alex,Yangon,Cash,9,44.14,926.95,882.81,4.76,44.14,9.3
287-83-1405,Normal,Male,Health and beauty,25.43,2019-02-12,19:01:00,2019,2,1,Alex,Yangon,Ewallet,6,7.63,160.21,152.58,4.76,7.63,7.0
435-13-4908,Member,Male,Fashion accessories,86.68,2019-01-24,18:04:00,2019,1,1,Alex,Yangon,Credit card,8,34.67,728.11,693.44,4.76,34.67,7.2
857-67-9057,Normal,Male,Electronic accessories,22.95,2019-02-06,19:20:00,2019,2,1,Cairo,Mandalay,Ewallet,10,11.48,240.98,229.5,4.76,11.48,8.2
236-27-1144,Normal,Female,Food and beverages,16.31,2019-03-26,10:31:00,2019,3,1,Giza,Naypyitaw,Ewallet,9,7.34,154.13,146.79,4.76,7.34,8.4
892-05-6689,Normal,Female,Home and lifestyle,28.32,2019-03-11,13:28:00,2019,3,1,Alex,Yangon,Ewallet,5,7.08,148.68,141.6,4.76,7.08,6.2
583-41-4548,Normal,Male,Home and lifestyle,16.67,2019-02-07,11:36:00,2019,2,1,Giza,Naypyitaw,Ewallet,7,5.83,122.52,116.69,4.76,5.83,7.4
339-12-4827,Member,Female,Fashion accessories,73.96,2019-01-05,11:32:00,2019,1,1,Cairo,Mandalay,Credit card,1,3.7,77.66,73.96,4.76,3.7,5.0
643-38-7867,Normal,Male,Home and lifestyle,97.94,2019-03-07,11:44:00,2019,3,1,Alex,Yangon,Ewallet,1,4.9,102.84,97.94,4.76,4.9,6.9
308-81-0538,Normal,Female,Fashion accessories,73.05,2019-02-25,17:16:00,2019,2,1,Alex,Yangon,Credit card,4,14.61,306.81,292.2,4.76,14.61,4.9
358-88-9262,Member,Female,Food and beverages,87.48,2019-02-01,18:43:00,2019,2,1,Giza,Naypyitaw,Ewallet,6,26.24,551.12,524.88,4.76,26.24,5.1
460-35-4390,Normal,Male,Home and lifestyle,30.68,2019-01-22,11:00:00,2019,1,1,Alex,Yangon,Ewallet,3,4.6,96.64,92.04,4.76,4.6,9.1
343-87-0864,Member,Male,Health and beauty,75.88,2019-01-03,10:30:00,2019,1,1,Giza,Naypyitaw,Credit card,1,3.79,79.67,75.88,4.76,3.79,7.1
173-50-1108,Member,Female,Sports and travel,20.18,2019-02-13,12:14:00,2019,2,1,Cairo,Mandalay,Credit card,4,4.04,84.76,80.72,4.76,4.04,5.0
243-47-2663,Member,Male,Electronic accessories,18.77,2019-01-28,16:43:00,2019,1,1,Giza,Naypyitaw,Credit card,6,5.63,118.25,112.62,4.76,5.63,5.5
841-18-8232,Normal,Female,Food and beverages,71.2,2019-01-05,20:40:00,2019,1,1,Cairo,Mandalay,Credit card,1,3.56,74.76,71.2,4.76,3.56,9.2
701-23-5550,Member,Male,Home and lifestyle,38.81,2019-03-19,13:40:00,2019,3,1,Cairo,Mandalay,Ewallet,4,7.76,163.0,155.24,4.76,7.76,4.9
647-50-1224,Normal,Female,Fashion accessories,29.42,2019-01-12,16:23:00,2019,1,1,Alex,Yangon,Ewallet,10,14.71,308.91,294.2,4.76,14.71,8.9
541-48-8554,Normal,Male,Sports and travel,60.95,2019-01-07,12:08:00,2019,1,1,Alex,Yangon,Credit card,9,27.43,575.98,548.55,4.76,27.43,6.0
539-21-7227,Normal,Female,Sports and travel,51.54,2019-01-26,17:45:00,2019,1,1,Cairo,Mandalay,Cash,5,12.89,270.59,257.7,4.76,12.89,4.2
213-32-1216,Normal,Female,Electronic accessories,66.06,2019-01-23,10:28:00,2019,1,1,Alex,Yangon,Cash,6,19.82,416.18,396.36,4.76,19.82,7.3
747-58-7183,Normal,Male,Fashion accessories,57.27,2019-02-09,20:31:00,2019,2,1,Cairo,Mandalay,Ewallet,3,8.59,180.4,171.81,4.76,8.59,6.5
582-52-8065,Normal,Female,Fashion accessories,54.31,2019-02-22,10:49:00,2019,2,1,Cairo,Mandalay,Cash,9,24.44,513.23,488.79,4.76,24.44,8.9
210-57-1719,Normal,Female,Health and beauty,58.24,2019-02-05,12:34:00,2019,2,1,Cairo,Mandalay,Cash,9,26.21,550.37,524.16,4.76,26.21,9.7
399-69-4630,Normal,Male,Electronic accessories,22.21,2019-03-07,10:23:00,2019,3,1,Giza,Naypyitaw,Credit card,6,6.66,139.92,133.26,4.76,6.66,8.6
134-75-2619,Member,Male,Electronic accessories,19.32,2019-03-25,18:51:00,2019,3,1,Alex,Yangon,Cash,7,6.76,142.0,135.24,4.76,6.76,6.9
356-44-8813,Normal,Male,Home and lifestyle,37.48,2019-01-20,13:45:00,2019,1,1,Cairo,Mandalay,Credit card,3,5.62,118.06,112.44,4.76,5.62,7.7
198-66-9832,Member,Female,Fashion accessories,72.04,2019-02-04,19:38:00,2019,2,1,Cairo,Mandalay,Cash,2,7.2,151.28,144.08,4.76,7.2,9.5
283-26-5248,Member,Female,Food and beverages,98.52,2019-01-30,20:23:00,2019,1,1,Giza,Naypyitaw,Ewallet,10,49.26,1034.46,985.2,4.76,49.26,4.5
712-39-0363,Member,Male,Food and beverages,41.66,2019-01-02,15:24:00,2019,1,1,Alex,Yangon,Ewallet,6,12.5,262.46,249.96,4.76,12.5,5.6
218-59-9410,Member,Female,Home and lifestyle,72.42,2019-03-29,16:54:00,2019,3,1,Alex,Yangon,Ewallet,3,10.86,228.12,217.26,4.76,10.86,8.2
174-75-0888,Normal,Male,Electronic accessories,21.58,2019-03-14,12:32:00,2019,3,1,Cairo,Mandalay,Cash,9,9.71,203.93,194.22,4.76,9.71,7.3
866-99-7614,Normal,Male,Food and beverages,89.2,2019-02-11,15:42:00,2019,2,1,Giza,Naypyitaw,Credit card,10,44.6,936.6,892.0,4.76,44.6,4.4
134-54-4720,Normal,Female,Electronic accessories,42.42,2019-01-30,13:58:00,2019,1,1,Cairo,Mandalay,Ewallet,8,16.97,356.33,339.36,4.76,16.97,5.7
760-90-2357,Member,Male,Electronic accessories,74.51,2019-03-20,15:08:00,2019,3,1,Alex,Yangon,Ewallet,6,22.35,469.41,447.06,4.76,22.35,5.0
514-37-2845,Normal,Male,Fashion accessories,99.25,2019-03-20,13:02:00,2019,3,1,Cairo,Mandalay,Cash,2,9.93,208.43,198.5,4.76,9.93,9.0
698-98-5964,Normal,Female,Food and beverages,81.21,2019-01-17,13:01:00,2019,1,1,Alex,Yangon,Credit card,10,40.61,852.71,812.1,4.76,40.61,6.3
718-57-9773,Normal,Female,Sports and travel,49.33,2019-02-03,16:40:00,2019,2,1,Giza,Naypyitaw,Credit card,10,24.67,517.97,493.3,4.76,24.67,9.4
651-88-7328,Normal,Female,Fashion accessories,65.74,2019-01-01,13:55:00,2019,1,1,Alex,Yangon,Cash,9,29.58,621.24,591.66,4.76,29.58,7.7
241-11-2261,Normal,Female,Fashion accessories,79.86,2019-01-10,10:33:00,2019,1,1,Cairo,Mandalay,Credit card,7,27.95,586.97,559.02,4.76,27.95,5.5
408-26-9866,Normal,Female,Sports and travel,73.98,2019-03-02,16:42:00,2019,3,1,Giza,Naypyitaw,Ewallet,7,25.89,543.75,517.86,4.76,25.89,4.1
834-83-1826,Member,Female,Home and lifestyle,82.04,2019-02-25,17:16:00,2019,2,1,Cairo,Mandalay,Credit card,5,20.51,430.71,410.2,4.76,20.51,7.6
343-61-3544,Member,Male,Sports and travel,26.67,2019-01-29,11:48:00,2019,1,1,Cairo,Mandalay,Cash,10,13.34,280.04,266.7,4.76,13.34,8.6
239-48-4278,Member,Male,Food and beverages,10.13,2019-03-10,19:35:00,2019,3,1,Alex,Yangon,Ewallet,7,3.55,74.46,70.91,4.76,3.55,8.3
355-34-6244,Normal,Male,Food and beverages,72.39,2019-01-13,19:55:00,2019,1,1,Cairo,Mandalay,Credit card,2,7.24,152.02,144.78,4.76,7.24,8.1
550-84-8664,Normal,Male,Sports and travel,85.91,2019-03-22,14:33:00,2019,3,1,Alex,Yangon,Credit card,5,21.48,451.03,429.55,4.76,21.48,8.6
339-96-8318,Member,Male,Fashion accessories,81.31,2019-03-01,19:49:00,2019,3,1,Cairo,Mandalay,Ewallet,7,28.46,597.63,569.17,4.76,28.46,6.3
458-61-0011,Normal,Male,Food and beverages,60.3,2019-02-20,18:43:00,2019,2,1,Cairo,Mandalay,Cash,4,12.06,253.26,241.2,4.76,12.06,5.8
592-34-6155,Normal,Male,Food and beverages,31.77,2019-01-14,14:43:00,2019,1,1,Giza,Naypyitaw,Ewallet,4,6.35,133.43,127.08,4.76,6.35,6.2
797-88-0493,Normal,Female,Health and beauty,64.27,2019-03-26,13:54:00,2019,3,1,Alex,Yangon,Cash,4,12.85,269.93,257.08,4.76,12.85,7.7
207-73-1363,Normal,Male,Health and beauty,69.51,2019-03-01,12:15:00,2019,3,1,Cairo,Mandalay,Ewallet,2,6.95,145.97,139.02,4.76,6.95,8.1
390-31-6381,Normal,Male,Food and beverages,27.22,2019-01-07,12:37:00,2019,1,1,Giza,Naypyitaw,Cash,3,4.08,85.74,81.66,4.76,4.08,7.3
443-82-0585,Member,Female,Health and beauty,77.68,2019-02-01,19:54:00,2019,2,1,Alex,Yangon,Cash,4,15.54,326.26,310.72,4.76,15.54,8.4
339-18-7061,Member,Female,Fashion accessories,92.98,2019-02-13,15:06:00,2019,2,1,Giza,Naypyitaw,Credit card,2,9.3,195.26,185.96,4.76,9.3,8.0
359-90-3665,Member,Female,Fashion accessories,18.08,2019-01-14,18:03:00,2019,1,1,Cairo,Mandalay,Credit card,4,3.62,75.94,72.32,4.76,3.62,9.5
375-72-3056,Normal,Male,Sports and travel,63.06,2019-01-19,15:58:00,2019,1,1,Cairo,Mandalay,Ewallet,3,9.46,198.64,189.18,4.76,9.46,7.0
127-47-6963,Normal,Male,Health and beauty,51.71,2019-03-09,13:53:00,2019,3,1,Alex,Yangon,Credit card,4,10.34,217.18,206.84,4.76,10.34,9.8
278-86-2735,Normal,Female,Food and beverages,52.34,2019-03-27,14:03:00,2019,3,1,Alex,Yangon,Cash,3,7.85,164.87,157.02,4.76,7.85,9.2
695-28-6250,Normal,Female,Sports and travel,43.06,2019-02-04,16:38:00,2019,2,1,Alex,Yangon,Ewallet,5,10.77,226.07,215.3,4.76,10.77,7.7
379-17-6588,Normal,Male,Fashion accessories,59.61,2019-03-14,11:07:00,2019,3,1,Giza,Naypyitaw,Cash,10,29.81,625.91,596.1,4.76,29.81,5.3
227-50-3718,Normal,Male,Health and beauty,14.62,2019-03-04,12:23:00,2019,3,1,Alex,Yangon,Cash,5,3.66,76.76,73.1,4.76,3.66,4.4
302-15-2162,Member,Male,Health and beauty,46.53,2019-03-03,10:54:00,2019,3,1,Giza,Naypyitaw,Credit card,6,13.96,293.14,279.18,4.76,13.96,4.3
788-07-8452,Member,Female,Home and lifestyle,24.24,2019-01-27,17:38:00,2019,1,1,Giza,Naypyitaw,Ewallet,7,8.48,178.16,169.68,4.76,8.48,9.4
560-49-6611,Member,Female,Sports and travel,45.58,2019-02-07,14:13:00,2019,2,1,Alex,Yangon,Cash,1,2.28,47.86,45.58,4.76,2.28,9.8
880-35-0356,Member,Female,Sports and travel,75.2,2019-02-05,11:51:00,2019,2,1,Alex,Yangon,Ewallet,3,11.28,236.88,225.6,4.76,11.28,4.8
585-11-6748,Member,Male,Sports and travel,96.8,2019-03-15,13:05:00,2019,3,1,Cairo,Mandalay,Cash,3,14.52,304.92,290.4,4.76,14.52,5.3
470-31-3286,Normal,Male,Health and beauty,14.82,2019-03-01,11:30:00,2019,3,1,Cairo,Mandalay,Credit card,3,2.22,46.68,44.46,4.76,2.22,8.7
152-68-2907,Normal,Male,Food and beverages,52.2,2019-02-15,13:30:00,2019,2,1,Alex,Yangon,Credit card,3,7.83,164.43,156.6,4.76,7.83,9.5
123-35-4896,Normal,Female,Sports and travel,46.66,2019-02-17,19:11:00,2019,2,1,Giza,Naypyitaw,Ewallet,9,21.0,440.94,419.94,4.76,21.0,5.3
258-69-7810,Normal,Female,Fashion accessories,36.85,2019-01-26,18:53:00,2019,1,1,Giza,Naypyitaw,Cash,5,9.21,193.46,184.25,4.76,9.21,9.2
334-64-2006,Member,Female,Home and lifestyle,70.32,2019-03-24,14:22:00,2019,3,1,Alex,Yangon,Ewallet,2,7.03,147.67,140.64,4.76,7.03,9.6
219-61-4139,Normal,Male,Electronic accessories,83.08,2019-01-23,17:16:00,2019,1,1,Giza,Naypyitaw,Ewallet,1,4.15,87.23,83.08,4.76,4.15,6.4
881-41-7302,Normal,Female,Fashion accessories,64.99,2019-01-26,10:06:00,2019,1,1,Giza,Naypyitaw,Credit card,1,3.25,68.24,64.99,4.76,3.25,4.5
373-09-4567,Normal,Male,Food and beverages,77.56,2019-03-14,20:35:00,2019,3,1,Giza,Naypyitaw,Ewallet,10,38.78,814.38,775.6,4.76,38.78,6.9
642-30-6693,Normal,Female,Sports and travel,54.51,2019-03-17,13:54:00,2019,3,1,Cairo,Mandalay,Ewallet,6,16.35,343.41,327.06,4.76,16.35,7.8
484-22-8230,Member,Female,Fashion accessories,51.89,2019-01-08,20:08:00,2019,1,1,Giza,Naypyitaw,Cash,7,18.16,381.39,363.23,4.76,18.16,4.5
830-58-2383,Normal,Male,Home and lifestyle,31.75,2019-02-08,15:26:00,2019,2,1,Cairo,Mandalay,Cash,4,6.35,133.35,127.0,4.76,6.35,8.6
559-98-9873,Member,Female,Fashion accessories,53.65,2019-02-10,12:56:00,2019,2,1,Alex,Yangon,Ewallet,7,18.78,394.33,375.55,4.76,18.78,5.2
544-32-5024,Member,Female,Food and beverages,49.79,2019-03-28,19:16:00,2019,3,1,Giza,Naypyitaw,Credit card,4,9.96,209.12,199.16,4.76,9.96,6.4
318-12-0304,Normal,Male,Fashion accessories,30.61,2019-01-23,12:20:00,2019,1,1,Alex,Yangon,Ewallet,1,1.53,32.14,30.61,4.76,1.53,5.2
349-97-8902,Member,Male,Food and beverages,57.89,2019-01-17,10:37:00,2019,1,1,Cairo,Mandalay,Ewallet,2,5.79,121.57,115.78,4.76,5.79,8.9
421-95-9805,Normal,Female,Electronic accessories,28.96,2019-02-07,10:18:00,2019,2,1,Alex,Yangon,Credit card,1,1.45,30.41,28.96,4.76,1.45,6.2
277-35-5865,Member,Female,Food and beverages,98.97,2019-03-09,11:23:00,2019,3,1,Giza,Naypyitaw,Cash,9,44.54,935.27,890.73,4.76,44.54,6.7
789-23-8625,Member,Male,Fashion accessories,93.22,2019-01-24,11:45:00,2019,1,1,Cairo,Mandalay,Cash,3,13.98,293.64,279.66,4.76,13.98,7.2
284-54-4231,Member,Male,Sports and travel,80.93,2019-01-19,16:08:00,2019,1,1,Giza,Naypyitaw,Credit card,1,4.05,84.98,80.93,4.76,4.05,9.0
443-59-0061,Member,Male,Food and beverages,67.45,2019-02-03,11:25:00,2019,2,1,Alex,Yangon,Ewallet,10,33.73,708.23,674.5,4.76,33.73,4.2
509-29-3912,Member,Female,Sports and travel,38.72,2019-03-20,12:24:00,2019,3,1,Alex,Yangon,Ewallet,9,17.42,365.9,348.48,4.76,17.42,4.2
327-40-9673,Member,Male,Sports and travel,72.6,2019-01-13,19:51:00,2019,1,1,Cairo,Mandalay,Cash,6,21.78,457.38,435.6,4.76,21.78,6.9
840-19-2096,Member,Male,Electronic accessories,87.91,2019-03-14,18:10:00,2019,3,1,Giza,Naypyitaw,Ewallet,5,21.98,461.53,439.55,4.76,21.98,4.4
828-46-6863,Member,Male,Food and beverages,98.53,2019-01-23,11:22:00,2019,1,1,Alex,Yangon,Credit card,6,29.56,620.74,591.18,4.76,29.56,4.0
641-96-3695,Member,Female,Fashion accessories,43.46,2019-02-07,17:55:00,2019,2,1,Giza,Naypyitaw,Ewallet,6,13.04,273.8,260.76,4.76,13.04,8.5
420-97-3340,Normal,Female,Food and beverages,71.68,2019-03-28,15:30:00,2019,3,1,Alex,Yangon,Credit card,3,10.75,225.79,215.04,4.76,10.75,9.2
436-54-4512,Member,Female,Food and beverages,91.61,2019-03-20,19:44:00,2019,3,1,Alex,Yangon,Cash,1,4.58,96.19,91.61,4.76,4.58,9.8
670-79-6321,Member,Female,Home and lifestyle,94.59,2019-01-17,15:27:00,2019,1,1,Cairo,Mandalay,Credit card,7,33.11,695.24,662.13,4.76,33.11,4.9
852-62-7105,Normal,Female,Fashion accessories,83.25,2019-01-12,11:25:00,2019,1,1,Cairo,Mandalay,Credit card,10,41.63,874.13,832.5,4.76,41.63,4.4
598-06-7312,Member,Male,Fashion accessories,91.35,2019-02-16,15:42:00,2019,2,1,Cairo,Mandalay,Cash,1,4.57,95.92,91.35,4.76,4.57,6.8
135-13-8269,Member,Female,Food and beverages,78.88,2019-01-26,16:04:00,2019,1,1,Cairo,Mandalay,Cash,2,7.89,165.65,157.76,4.76,7.89,9.1
816-57-2053,Normal,Male,Sports and travel,60.87,2019-03-09,12:37:00,2019,3,1,Alex,Yangon,Ewallet,2,6.09,127.83,121.74,4.76,6.09,8.7
628-90-8624,Member,Male,Health and beauty,82.58,2019-03-14,14:41:00,2019,3,1,Cairo,Mandalay,Cash,10,41.29,867.09,825.8,4.76,41.29,5.0
856-66-2701,Member,Male,Home and lifestyle,53.3,2019-01-25,14:19:00,2019,1,1,Alex,Yangon,Ewallet,3,8.0,167.9,159.9,4.76,8.0,7.5
308-39-1707,Normal,Female,Fashion accessories,12.09,2019-01-26,18:19:00,2019,1,1,Alex,Yangon,Credit card,1,0.6,12.69,12.09,4.76,0.6,8.2
149-61-1929,Normal,Male,Sports and travel,64.19,2019-01-19,14:08:00,2019,1,1,Alex,Yangon,Credit card,10,32.1,674.0,641.9,4.76,32.1,6.7
655-07-2265,Normal,Male,Electronic accessories,78.31,2019-03-05,16:38:00,2019,3,1,Alex,Yangon,Ewallet,3,11.75,246.68,234.93,4.76,11.75,5.4
589-02-8023,Member,Male,Food and beverages,83.77,2019-01-15,10:54:00,2019,1,1,Alex,Yangon,Credit card,2,8.38,175.92,167.54,4.76,8.38,7.0
420-04-7590,Normal,Male,Home and lifestyle,99.7,2019-03-18,11:29:00,2019,3,1,Cairo,Mandalay,Ewallet,3,14.96,314.06,299.1,4.76,14.96,4.7
182-88-2763,Member,Male,Food and beverages,79.91,2019-03-20,19:28:00,2019,3,1,Cairo,Mandalay,Credit card,3,11.99,251.72,239.73,4.76,11.99,5.0
188-55-0967,Member,Male,Health and beauty,66.47,2019-01-15,15:01:00,2019,1,1,Cairo,Mandalay,Credit card,10,33.24,697.94,664.7,4.76,33.24,5.0
610-46-4100,Normal,Male,Health and beauty,28.95,2019-03-03,20:31:00,2019,3,1,Alex,Yangon,Credit card,7,10.13,212.78,202.65,4.76,10.13,6.0
318-81-2368,Normal,Female,Electronic accessories,46.2,2019-03-19,12:16:00,2019,3,1,Giza,Naypyitaw,Cash,1,2.31,48.51,46.2,4.76,2.31,6.3
364-33-8584,Member,Female,Food and beverages,17.63,2019-03-08,15:27:00,2019,3,1,Cairo,Mandalay,Cash,5,4.41,92.56,88.15,4.76,4.41,8.5
665-63-9737,Normal,Male,Fashion accessories,52.42,2019-02-27,17:36:00,2019,2,1,Cairo,Mandalay,Ewallet,3,7.86,165.12,157.26,4.76,7.86,7.5
